Star Rating,Monster Name,Quest,Runner,Time,Time (s),Weapon,Platform,Monster/General,Quest/General,Monster/Weapon,Quest/Weapon
6,Ruiner Nergigante,Ode to the Destruction,naな4,"03'57""56",237.56,GL,PS4,66,66,4,4
6,Ruiner Nergigante,Ode to the Destruction,infi (いんふぃ),"03'58""98",238.98,LS,PS4,67,67,10,10
6,Ruiner Nergigante,Ode to the Destruction,Wata.,"03'59""05",239.05,GL,PS4,68,68,5,5
6,Ruiner Nergigante,Ode to the Destruction,Attacker,"03'59""81",239.81,DB,PS4,69,69,4,4
6,Ruiner Nergigante,Ode to the Destruction,なつめ棗 (Natsume),"04'00""71",240.71,DB,PS4,70,70,5,5
6,Ruiner Nergigante,Ode to the Destruction,DRE,"04'01""35",241.35,SA,Xbox,71,71,3,3
6,Ruiner Nergigante,Ode to the Destruction,抹茶 (Matcha),"04'04""01",244.01,GL,PS4,72,72,6,6
6,Ruiner Nergigante,Ode to the Destruction,だばだばどぅ (Dabadabadou),"04'04""81",244.81,Lance,PS4,73,73,1,1
6,Ruiner Nergigante,Ode to the Destruction,トーカ (Toka),"04'07""85",247.85,SnS,PS4,74,74,9,9
6,Ruiner Nergigante,Ode to the Destruction,yuuki,"04'10""66",250.66,LS,PS4,75,75,11,11
6,Ruiner Nergigante,Ode to the Destruction,むぎ (mugi),"04'11""86",251.86,SnS,PS4,76,76,10,10
6,Ruiner Nergigante,Ode to the Destruction,ノイ (Noi),"04'19""45",259.45,LBG,PS4,77,77,5,5
6,Ruiner Nergigante,Ode to the Destruction,Mistil,"04'20""20",260.2,GS,PC,78,78,8,8
6,Ruiner Nergigante,Ode to the Destruction,Misha,"04'21""25",261.25,LS,PC,79,79,12,12
6,Ruiner Nergigante,Ode to the Destruction,hf,"04'21""43",261.43,LBG,PS4,80,80,6,6
6,Ruiner Nergigante,Ode to the Destruction,のら (Nora),"04'25""10",265.1,SA,PS4,81,81,4,4
6,Ruiner Nergigante,Ode to the Destruction,YAMA,"04'29""63",269.63,GL,PS4,82,82,7,7
6,Ruiner Nergigante,Ode to the Destruction,MasterBaker,"04'30""55",270.55,GS,PC,83,83,9,9
6,Ruiner Nergigante,Ode to the Destruction,Guardogaron,"04'33""10",273.1,Lance,PS4,84,84,2,2
6,Ruiner Nergigante,Ode to the Destruction,トーカ (Toka),"04'34""30",274.3,SA,PS4,85,85,5,5
6,Ruiner Nergigante,Ode to the Destruction,笑さん (warasan),"04'36""63",276.63,IG,PS4,86,86,4,4
6,Ruiner Nergigante,Ode to the Destruction,ins2,"04'37""55",277.55,IG,PS4,87,87,5,5
6,Ruiner Nergigante,Ode to the Destruction,나으리 (Meowster),"04'42""40",282.4,HH,PC,88,88,3,3
6,Ruiner Nergigante,Ode to the Destruction,Alex_,"04'42""53",282.53,Lance,PC,89,89,3,3
6,Ruiner Nergigante,Ode to the Destruction,ヤノ氏「紅」 (Yanoshi Kurenai),"04'43""13",283.13,HH,PS4,90,90,4,4
6,Ruiner Nergigante,Ode to the Destruction,NeroZed,"04'44""25",284.25,LS,PS4,91,91,13,13
6,Ruiner Nergigante,Ode to the Destruction,RadioUnit (아이스본망겜),"04'49""28",289.28,HH,PC,92,92,5,5
6,Ruiner Nergigante,Ode to the Destruction,KCGemini,"04'50""03",290.03,Lance,PS4,93,93,4,4
6,Ruiner Nergigante,Ode to the Destruction,Joni,"04'51""88",291.88,SA,PC,94,94,6,6
6,Ruiner Nergigante,Ode to the Destruction,Yugo,"04'53""03",293.03,LS,PS4,95,95,14,14
6,Ruiner Nergigante,Ode to the Destruction,こんにゃくん (Konnyaku),"04'55""51",295.51,SA,PS4,96,96,7,7
6,Ruiner Nergigante,Ode to the Destruction,みら (Mira),"04'55""65",295.65,HH,PS4,97,97,6,6
6,Ruiner Nergigante,Ode to the Destruction,luna,"04'56""21",296.21,LBG,PS4,98,98,7,7
6,Ruiner Nergigante,Ode to the Destruction,ぐりん,"04'56""43",296.43,HH,PS4,99,99,7,7
6,Ruiner Nergigante,Ode to the Destruction,笑さん (warasan),"04'59""41",299.41,HH,PS4,100,100,8,8
6,Ruiner Nergigante,Ode to the Destruction,トーカ (Toka),"04'59""58",299.58,IG,PS4,101,101,6,6
6,Ruiner Nergigante,Ode to the Destruction, PongPong LEE,"05'12""91",312.91,LBG,PS4,102,102,8,8
6,Ruiner Nergigante,Ode to the Destruction,woodfishman,"05'21""26",321.26,Lance,PS4,103,103,5,5
6,Ruiner Nergigante,Ode to the Destruction,Benji-boi,"05'23""33",323.33,HH,PS4,104,104,9,9
6,Ruiner Nergigante,Ode to the Destruction,렵적맨,"05'38""88",338.88,HH,PS4,105,105,10,10
6,Ruiner Nergigante,Ode to the Destruction,DanteMundus,"05'51""10",351.1,LS,PS4,106,106,15,15
6,Scarred Yian Garuga,Scars Tell the Whole Story,Saico,"02'51""53",171.53,Bow,PC,1,1,1,1
6,Shara Ishvalda,Faraway Lorelei,Lupin lll,"02'52""31",172.31,HBG,PS4,1,1,1,1
6,Shara Ishvalda,Faraway Lorelei,Rolltorest,"03'08""86",188.86,HBG,PC,2,2,2,2
6,Shara Ishvalda,Faraway Lorelei,Rolltorest,"03'28""05",208.05,LBG,PC,3,3,1,1
6,Shara Ishvalda,Faraway Lorelei,theguywithnoaccount,"03'56""81",236.81,LBG,PS4,4,4,2,2
6,Shara Ishvalda,Faraway Lorelei,HCZS,"03'59""50",239.5,CB,PC,5,5,1,1
6,Shara Ishvalda,Faraway Lorelei,LucentAegis (イージス),"04'27""21",267.21,CB,PS4,6,6,2,2
6,Shara Ishvalda,Faraway Lorelei,LucentAegis (イージス),"04'30""63",270.63,GS,PS4,7,7,1,1
6,Shara Ishvalda,Faraway Lorelei,TBT,"04'31""91",271.91,LBG,PS4,8,8,3,3
6,Shara Ishvalda,Faraway Lorelei,theguywithnoaccount,"04'36""85",276.85,HBG,PS4,9,9,3,3
6,Shara Ishvalda,Faraway Lorelei,Fay,"04'43""53",283.53,Bow,PC,10,10,1,1
6,Shara Ishvalda,Faraway Lorelei,LucentAegis (イージス),"04'44""38",284.38,IG,PS4,11,11,1,1
6,Shara Ishvalda,Faraway Lorelei,LucentAegis (イージス),"04'54""95",294.95,DB,PS4,12,12,1,1
6,Shara Ishvalda,Faraway Lorelei,LucentAegis (イージス),"04'59""28",299.28,LS,PS4,13,13,1,1
6,Shara Ishvalda,Faraway Lorelei,動物愛護団体(UARAKI_SSW),"05'05""33",305.33,CB,PS4,14,14,3,3
6,Shara Ishvalda,Faraway Lorelei,LucentAegis (イージス),"05'22""50",322.5,GL,PS4,15,15,1,1
6,Shara Ishvalda,Faraway Lorelei,Frag_Fodder,"05'26""11",326.11,LBG,PS4,16,16,4,4
6,Shara Ishvalda,Faraway Lorelei,筱紫 (holyzi),"05'29""66",329.66,DB,PC,17,17,2,2
6,Shara Ishvalda,Faraway Lorelei,Darcnas,"05'41""08",341.08,LBG,PS4,18,18,5,5
6,Shara Ishvalda,Faraway Lorelei,Suzi L.,"05'44""96",344.96,LS,PS4,19,19,2,2
6,Shara Ishvalda,Faraway Lorelei,LucentAegis (イージス),"05'45""71",345.71,Lance,PS4,20,20,1,1
6,Shara Ishvalda,Faraway Lorelei,Wyikang,"06'50""65",410.65,CB,PS4,21,21,4,4
6,Shara Ishvalda,Faraway Lorelei,Frag_Fodder,"07'02""13",422.13,HBG,PS4,22,22,4,4
6,Shara Ishvalda,Faraway Lorelei,mory,"07'34""51",454.51,HH,PS4,23,23,1,1
6,Shara Ishvalda,Faraway Lorelei,Jack,"07'40""18",460.18,Hammer,PS4,24,24,1,1
6,Shara Ishvalda,Faraway Lorelei,えず(wez_apex),"07'43""80",463.8,Lance,PS4,25,25,2,2
6,Shara Ishvalda,Faraway Lorelei,三日月烏賊,"07'51""45",471.45,SA,PS4,26,26,1,1
6,Shara Ishvalda,Faraway Lorelei,Deaga,"07'52""71",472.71,SA,PS4,27,27,2,2
6,Shara Ishvalda,Faraway Lorelei,Lavers_D,"08'11""23",491.23,SnS,PS4,28,28,1,1
6,Shara Ishvalda,Faraway Lorelei,DanteMundus,"08'25""43",505.43,LS,PS4,29,29,3,3
6,Shara Ishvalda,Faraway Lorelei,くろまによん (Kuromaniyon),"09'23""93",563.93,LS,PS4,30,30,4,4
6,Silver Rathalos,Special Arena: MR Silver Rathalos,早餐奶 (airA),"01'44""48",104.48,HBG,PC,1,1,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,crafter_king_,"01'57""86",117.86,Bow,PC,2,2,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Lis,"01'58""68",118.68,Bow,PC,3,3,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,泠风青叶,"02'06""18",126.18,GS,PC,4,4,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,夤星 (Yínxīng),"02'08""80",128.8,Bow,PC,5,5,3,3
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Aris,"02'15""71",135.71,GS,PC,6,6,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,诸葛不太亮,"02'15""99",135.99,HBG,PC,7,7,2,2
6,Silver Rathalos,A Glance of Silver,Tidus69,"02'16""06",136.06,Bow,PC,8,1,4,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,TBT,"02'17""51",137.51,LBG,PC,9,8,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Rolltorest,"02'18""86",138.86,LBG,PC,10,9,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Tidus69,"02'19""98",139.98,Bow,PC,11,10,5,4
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Minton,"02'23""53",143.53,Bow,PS4,12,11,6,5
6,Silver Rathalos,Special Arena: MR Silver Rathalos,さかす (Sakasu),"02'24""08",144.08,Bow,PS4,13,12,7,6
6,Silver Rathalos,Special Arena: MR Silver Rathalos,ガラハッド (GALAHAD),"02'34""63",154.63,CB,PS4,14,13,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,いろはす (Iroha),"02'36""51",156.51,Bow,PS4,15,14,8,7
6,Silver Rathalos,Special Arena: MR Silver Rathalos,ケツの割れ目桃太 (Ketsunowarememomota),"02'36""91",156.91,LS,PS4,16,15,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,れうすわ (Suwa Dreadking),"02'38""63",158.63,GS,PS4,17,16,3,3
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Ayami,"02'39""66",159.66,Bow,PS4,18,17,9,8
6,Silver Rathalos,Special Arena: MR Silver Rathalos,slime,"02'40""45",160.45,SnS,PC,19,18,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,シッョト (shillyoto),"02'42""13",162.13,CB,PS4,20,19,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,/:Silence,"02'42""38",162.38,LBG,PS4,21,20,3,3
6,Silver Rathalos,Special Arena: MR Silver Rathalos,だーよし,"02'45""56",165.56,IG,PC,22,21,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,대전설GLGD,"02'45""65",165.65,DB,PC,23,22,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Shiro,"02'45""83",165.83,GS,PS4,24,23,4,4
6,Silver Rathalos,Special Arena: MR Silver Rathalos,はやと (Hayato),"02'45""88",165.88,Bow,PS4,25,24,10,9
6,Silver Rathalos,Special Arena: MR Silver Rathalos,贰拾贰 (22),"02'48""58",168.58,DB,PC,26,25,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,saltax,"02'49""93",169.93,LS,PC,27,26,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,4nToN (4nN),"02'51""31",171.31,Bow,PS4,28,27,11,10
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Everyheart,"02'51""75",171.75,Bow,PS4,29,28,12,11
6,Silver Rathalos,Special Arena: MR Silver Rathalos,ゆうひら (YU/HIRA),"02'52""10",172.1,GS,PS4,30,29,5,5
6,Silver Rathalos,Special Arena: MR Silver Rathalos,玄茶,"02'52""26",172.26,Hammer,PS4,31,30,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Crowoly,"02'52""68",172.68,DB,PC,32,31,3,3
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Yui,"02'53""23",173.23,GS,PS4,33,32,6,6
6,Silver Rathalos,Special Arena: MR Silver Rathalos,latellight,"02'54""03",174.03,SnS,PC,34,33,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,なつめ棗 (Natsume),"02'54""11",174.11,DB,PS4,35,34,4,4
6,Silver Rathalos,Special Arena: MR Silver Rathalos,ミズキ (Mizuki),"02'54""56",174.56,CB,PS4,36,35,3,3
6,Silver Rathalos,Special Arena: MR Silver Rathalos,YOLO,"02'56""73",176.73,Bow,PS4,37,36,13,12
6,Silver Rathalos,Special Arena: MR Silver Rathalos,烈酒,"02'57""41",177.41,LS,PC,38,37,3,3
6,Silver Rathalos,Special Arena: MR Silver Rathalos,泉水 (Izumi),"02'58""65",178.65,Hammer,PS4,39,38,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,luna,"03'06""21",186.21,LBG,PS4,40,39,4,4
6,Silver Rathalos,Special Arena: MR Silver Rathalos,のら (Nora),"03'11""83",191.83,SA,PS4,41,40,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,J,"03'14""06",194.06,LS,PS4,42,41,4,4
6,Silver Rathalos,Special Arena: MR Silver Rathalos,KCGemini,"03'18""23",198.23,Lance,PS4,43,42,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Attacker,"03'22""18",202.18,DB,PS4,44,43,5,5
6,Silver Rathalos,Special Arena: MR Silver Rathalos,soulfree00,"03'24""45",204.45,GS,PS4,45,44,7,7
6,Silver Rathalos,Special Arena: MR Silver Rathalos,瓜皮天天天天子,"03'26""75",206.75,CB,PC,46,45,4,4
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Alternum,"03'28""36",208.36,IG,PC,47,46,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,眠爆圈,"03'30""99",210.99,LS,PS4,48,47,5,5
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Vanov,"03'40""26",220.26,SA,PS4,49,48,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,S鬼,"03'41""78",221.78,Lance,PS4,50,49,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,贞德,"03'42""66",222.66,GL,PC,51,50,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,ひできんぐ (hideking),"03'43""38",223.38,DB,PS4,52,51,6,6
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Guardogaron,"03'44""80",224.8,Lance,Xbox,53,52,3,3
6,Silver Rathalos,A Glance of Silver,Preydator,"03'45""53",225.53,GS,PS4,54,2,8,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,CantaPerMe,"03'48""96",228.96,DB,PC,55,53,7,7
6,Silver Rathalos,Special Arena: MR Silver Rathalos,い愺帽,"03'50""51",230.51,IG,PC,56,54,3,3
6,Silver Rathalos,Special Arena: MR Silver Rathalos,CeraCymmetry,"03'53""01",233.01,GL,PC,57,55,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos,AmaDEUS_225,"03'54""68",234.68,HH,PS4,58,56,1,1
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Crukkz,"03'57""68",237.68,Hammer,PC,59,57,3,3
6,Silver Rathalos,Special Arena: MR Silver Rathalos,いまま (Imama),"03'58""21",238.21,LS,PS4,60,58,6,6
6,Silver Rathalos,Special Arena: MR Silver Rathalos,青之焱 (SiroKurooo),"04'01""66",241.66,SA,PS4,61,59,3,3
6,Silver Rathalos,Special Arena: MR Silver Rathalos,张小帅很可爱,"04'05""58",245.58,HH,PS4,62,60,2,2
6,Silver Rathalos,Special Arena: MR Silver Rathalos, PongPong LEE,"04'15""48",255.48,LBG,PS4,63,61,5,5
6,Silver Rathalos,Special Arena: MR Silver Rathalos,EMMA,"04'18""16",258.16,HBG,PS4,64,62,3,3
6,Silver Rathalos,Special Arena: MR Silver Rathalos,梭梭m,"04'20""99",260.99,IG,PS4,65,63,4,4
6,Silver Rathalos,Special Arena: MR Silver Rathalos,ばろ (Baro),"04'25""55",265.55,IG,PS4,66,64,5,5
6,Silver Rathalos,Special Arena: MR Silver Rathalos, Mai LBG,"04'33""35",273.35,LBG,PS4,67,65,6,6
6,Silver Rathalos,Special Arena: MR Silver Rathalos,petal_nf,"04'33""83",273.83,HH,PS4,68,66,3,3
6,Silver Rathalos,Special Arena: MR Silver Rathalos,sweet beru,"04'41""41",281.41,DB,PS4,69,67,8,8
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Ghana,"04'49""83",289.83,LBG,PS4,70,68,7,7
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Deaga,"04'53""73",293.73,SA,PS4,71,69,4,4
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Photowork,"04'57""03",297.03,CB,PS4,72,70,5,5
6,Silver Rathalos,Special Arena: MR Silver Rathalos,sweet beru,"05'34""48",334.48,SA,PS4,73,71,5,5
6,Silver Rathalos,Special Arena: MR Silver Rathalos,YU CHIAU JIANG,"05'53""85",353.85,DB,PS4,74,72,9,9
6,Silver Rathalos,Special Arena: MR Silver Rathalos,DRE,"06'23""08",383.08,SA,PS4,75,73,6,6
6,Silver Rathalos,Special Arena: MR Silver Rathalos,ZebraQuake,"06'23""81",383.81,IG,PS4,76,74,6,6
6,Silver Rathalos,Special Arena: MR Silver Rathalos,Catnius,"06'46""16",406.16,LBG,PS4,77,75,8,8
6,Silver Rathalos,Special Arena: MR Silver Rathalos,えり (Eri),"07'02""21",422.21,CB,PS4,78,76,6,6
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,量子催眠,"01'41""21",101.21,HBG,PC,1,1,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,早餐奶 (airA),"01'56""55",116.55,HBG,PC,2,2,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Lis,"02'15""55",135.55,Bow,PC,3,3,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,slime,"02'23""66",143.66,SnS,PC,4,4,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,獅獅,"02'28""00",148.0,Bow,PC,5,5,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,夤星 (Yínxīng),"02'34""80",154.8,Bow,PC,6,6,3,3
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,だーよし,"02'38""43",158.43,IG,PC,7,7,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,泠风青叶,"02'38""50",158.5,GS,PC,8,8,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Rainy,"02'39""43",159.43,SnS,PC,9,9,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,LiceaserX,"02'39""93",159.93,DB,PC,10,10,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,latellight,"02'42""15",162.15,SnS,PC,11,11,3,3
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,suzume,"02'42""90",162.9,SnS,PC,12,12,4,4
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Farah,"02'45""00",165.0,LS,PC,13,13,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,とないと (tonight),"02'46""80",166.8,Bow,PS4,14,14,4,4
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,雪舞,"02'47""99",167.99,HBG,PS4,15,15,3,3
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,夏芒,"02'48""30",168.3,LS,PC,16,16,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Del-Pi,"02'50""65",170.65,SnS,PS4,17,17,5,5
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,贞德,"02'50""65",170.65,GL,PC,18,18,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,ふなつべ,"02'50""85",170.85,GL,PS4,19,19,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,ふつきん (Futsukin),"02'50""91",170.91,Bow,PS4,20,20,5,5
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Moissa莫桑,"02'52""10",172.1,CB,PC,21,21,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,longinusacg,"02'52""60",172.6,SnS,PS4,22,22,6,6
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,YAMA,"02'52""83",172.83,GL,PS4,23,23,3,3
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,ゆうひら (YU/HIRA),"02'54""53",174.53,GS,PS4,24,24,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,青芒・大力,"02'54""81",174.81,GS,PC,25,25,3,3
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Saico,"02'55""21",175.21,Bow,PS4,26,26,6,6
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,夏芒,"02'56""71",176.71,Bow,PC,27,27,7,7
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,まふゆ,"02'56""78",176.78,CB,PS4,28,28,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,青之焱 (SiroKurooo),"02'57""60",177.6,SA,PC,29,29,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,ゆうひら (YU/HIRA),"02'58""38",178.38,LS,PS4,30,30,3,3
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,TBT,"02'59""63",179.63,LBG,PS4,31,31,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,mon,"03'01""00",181.0,CB,PS4,32,32,3,3
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,ひーくん  (hiikun),"03'02""43",182.43,LS,PS4,33,33,4,4
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,막강한부엉이 (mightowllll),"03'02""91",182.91,Bow,PS4,34,34,8,8
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,コマ (Coma),"03'04""65",184.65,Bow,PS4,35,35,9,9
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Nito,"03'07""01",187.01,LS,PC,36,36,5,5
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,DoGE,"03'08""41",188.41,LS,PC,37,37,6,6
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,なつめ棗 (Natsume),"03'08""78",188.78,DB,PS4,38,38,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,トーリィ (Torri),"03'09""53",189.53,Bow,PS4,39,39,10,10
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,花舞,"03'11""98",191.98,DB,PC,40,40,3,3
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Rolltorest,"03'12""91",192.91,LBG,PS4,41,41,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Wata.,"03'13""96",193.96,GL,PS4,42,42,4,4
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Vita,"03'13""99",193.99,SA,PS4,43,43,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,笑さん (warasan),"03'14""28",194.28,CB,PS4,44,44,4,4
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,4nToN (4nN),"03'14""48",194.48,Bow,PS4,45,45,11,11
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,团子君23333,"03'16""03",196.03,LS,PS4,46,46,7,7
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,TKO,"03'16""85",196.85,LBG,PS4,47,47,3,3
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Aku,"03'17""86",197.86,DB,PS4,48,48,4,4
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,TAKE,"03'19""38",199.38,GS,PS4,49,49,4,4
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Shiro,"03'21""76",201.76,GS,PS4,50,50,5,5
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,けーさん,"03'21""93",201.93,CB,PS4,51,51,5,5
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,小绿,"03'21""99",201.99,SA,PS4,52,52,3,3
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,jude,"03'22""35",202.35,HBG,PS4,53,53,4,4
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Yae,"03'23""81",203.81,Lance,PC,54,54,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Asura,"03'25""99",205.99,GS,PS4,55,55,6,6
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Anne Luca,"03'26""41",206.41,Bow,PS4,56,56,12,12
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Attacker,"03'27""08",207.08,DB,PS4,57,57,5,5
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,ハト (hato),"03'27""33",207.33,LS,PS4,58,58,8,8
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,TKO,"03'28""10",208.1,Hammer,PS4,59,59,1,1
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,TKO,"03'28""45",208.45,IG,PS4,60,60,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,劍鬼恋歌,"03'28""76",208.76,DB,PS4,61,61,6,6
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,らいおんねこ,"03'30""95",210.95,CB,PS4,62,62,6,6
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Aqua (tigana0210),"03'31""61",211.61,Hammer,PS4,63,63,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,香子兰 (Vanilla),"03'32""26",212.26,DB,PS4,64,64,7,7
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,yuuki,"03'33""85",213.85,LS,PS4,65,65,9,9
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,千本桜 (senbon),"03'34""26",214.26,LS,PC,66,66,10,10
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,theguywithnoaccount,"03'34""58",214.58,LBG,PS4,67,67,4,4
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,田中,"03'37""26",217.26,GL,PS4,68,68,5,5
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,见月,"03'37""78",217.78,IG,PS4,69,69,3,3
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,のら (Nora),"03'37""88",217.88,SA,PS4,70,70,4,4
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,シロネコ (Shironeko),"03'38""00",218.0,LS,PS4,71,71,11,11
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Leon,"03'38""26",218.26,CB,PS4,72,72,7,7
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,Millan Rain,"03'39""33",219.33,Bow,PS4,73,73,13,13
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,らとりぃ,"03'40""99",220.99,DB,PS4,74,74,8,8
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,TKO,"03'42""21",222.21,GL,PS4,75,75,6,6
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,AkantoreX,"03'42""61",222.61,CB,PS4,76,76,8,8
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,アフロさん (Aphrodite),"03'42""76",222.76,Lance,PS4,77,77,2,2
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,梭梭m,"03'44""99",224.99,IG,PS4,78,78,4,4
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,CantaPerMe,"03'45""75",225.75,GL,PS4,79,79,7,7
6,Stygian Zinogre,Special Arena: MR Stygian Zinogre,BBDW,"03'45""95",225.95,GS,PS4,80,80,7,7
