Star Rating,Monster Name,Quest,Runner,Time,Time (s),Weapon,Platform,Ruleset,Monster/General,Quest/General,Monster/Weapon,Quest/Weapon
6,Rajang,"Razzled, Frazzled, and Dazzled",NoeL,"05'43""55",343.55,IG,PS4,Freestyle,43,43,4,4
6,Rajang,"Razzled, Frazzled, and Dazzled",チャンプ (Champ),"05'46""26",346.26,IG,PS4,Freestyle,44,44,5,5
6,Rajang,"Razzled, Frazzled, and Dazzled",String,"05'49""76",349.76,Lance,PC,TA Rules,45,45,2,2
6,Rajang,"Razzled, Frazzled, and Dazzled",のら (Nora),"06'05""85",365.85,SA,PS4,TA Rules,46,46,4,4
6,Rajang,"Razzled, Frazzled, and Dazzled",Vunusa,"06'42""51",402.51,Hammer,PC,Freestyle,47,47,2,2
6,Rajang,"Razzled, Frazzled, and Dazzled",ぐっちゃま (Guccyama),"06'51""51",411.51,HH,PS4,Freestyle,48,48,2,2
6,Ruiner Nergigante,Ode to the Destruction,DEVA,"01'13""68",73.68,HBG,PC,Freestyle,1,1,1,1
6,Ruiner Nergigante,Ode to the Destruction,八月朔日縁,"01'18""01",78.01,HBG,PC,Freestyle,2,2,2,2
6,Ruiner Nergigante,Ode to the Destruction,Relial,"01'18""36",78.36,HBG,PC,Freestyle,3,3,3,3
6,Ruiner Nergigante,Ode to the Destruction,VANS,"01'35""73",95.73,HBG,PC,Freestyle,4,4,4,4
6,Ruiner Nergigante,Ode to the Destruction,Lupin lll,"01'35""85",95.85,HBG,PS4,Freestyle,5,5,5,5
6,Ruiner Nergigante,Ode to the Destruction,Jackdaw갈까마귀,"01'42""61",102.61,HBG,PC,Freestyle,6,6,6,6
6,Ruiner Nergigante,Ode to the Destruction,JJBOOMSKY,"01'47""13",107.13,HBG,PC,Freestyle,7,7,7,7
6,Ruiner Nergigante,Ode to the Destruction,Ricochet,"01'49""65",109.65,HBG,PC,TA Rules,8,8,8,8
6,Ruiner Nergigante,Ode to the Destruction,チョコレート,"01'54""93",114.93,HBG,PS4,Freestyle,9,9,9,9
6,Ruiner Nergigante,Ode to the Destruction,Raicheru,"01'55""01",115.01,HBG,PS4,Freestyle,10,10,10,10
6,Ruiner Nergigante,Ode to the Destruction,牛牛,"01'55""08",115.08,HBG,PC,Freestyle,11,11,11,11
6,Ruiner Nergigante,Ode to the Destruction,Flawless,"01'55""56",115.56,HBG,PC,Freestyle,12,12,12,12
6,Ruiner Nergigante,Ode to the Destruction,量子催眠,"01'56""99",116.99,HBG,PC,TA Rules,13,13,13,13
6,Ruiner Nergigante,Ode to the Destruction,佛系猎人,"01'58""43",118.43,HBG,PS4,Freestyle,14,14,14,14
6,Ruiner Nergigante,Ode to the Destruction,早餐奶 (airA),"02'03""81",123.81,HBG,PC,TA Rules,15,15,15,15
6,Ruiner Nergigante,Ode to the Destruction,謎のプリンXX,"02'05""18",125.18,HBG,PS4,Freestyle,16,16,16,16
6,Ruiner Nergigante,Ode to the Destruction,CutieHunter,"02'06""28",126.28,HBG,PS4,Freestyle,17,17,17,17
6,Ruiner Nergigante,Ode to the Destruction,BOSS,"02'07""45",127.45,HBG,PS4,Freestyle,18,18,18,18
6,Ruiner Nergigante,Ode to the Destruction,tatsuffy,"02'08""10",128.1,HBG,PS4,Freestyle,19,19,19,19
6,Ruiner Nergigante,Ode to the Destruction,L,"02'09""91",129.91,Bow,PC,Freestyle,20,20,1,1
6,Ruiner Nergigante,Ode to the Destruction,老柯 (Hunter.κ),"02'11""65",131.65,HBG,PC,TA Rules,21,21,20,20
6,Ruiner Nergigante,Ode to the Destruction,Harper,"02'16""80",136.8,SnS,PC,Freestyle,22,22,1,1
6,Ruiner Nergigante,Ode to the Destruction,Fad,"02'18""58",138.58,HBG,PC,TA Rules,23,23,21,21
6,Ruiner Nergigante,Ode to the Destruction,ねね (Nene),"02'19""51",139.51,LBG,PC,TA Rules,24,24,1,1
6,Ruiner Nergigante,Ode to the Destruction,DEVA,"02'20""66",140.66,CB,PC,Freestyle,25,25,1,1
6,Ruiner Nergigante,Ode to the Destruction,Ponyteiru,"02'21""20",141.2,HBG,PS4,Freestyle,26,26,22,22
6,Ruiner Nergigante,Ode to the Destruction,冰凌银爵,"02'21""53",141.53,Bow,PC,Freestyle,27,27,2,2
6,Ruiner Nergigante,Ode to the Destruction,HK_MH_OLAY,"02'23""33",143.33,GS,PC,Freestyle,28,28,1,1
6,Ruiner Nergigante,Ode to the Destruction,Dusty,"02'23""76",143.76,SnS,PC,Freestyle,29,29,2,2
6,Ruiner Nergigante,Ode to the Destruction,cming2163,"02'24""10",144.1,GS,PC,Freestyle,30,30,2,2
6,Ruiner Nergigante,Ode to the Destruction,Tidus69,"02'24""25",144.25,Bow,PC,Freestyle,31,31,3,3
6,Ruiner Nergigante,Ode to the Destruction,TriTran,"02'25""30",145.3,HBG,PC,TA Rules,32,32,23,23
6,Ruiner Nergigante,Ode to the Destruction,Kikitoudur,"02'26""11",146.11,Bow,PS4,Freestyle,33,33,4,4
6,Ruiner Nergigante,Ode to the Destruction,テル (teru),"02'26""21",146.21,HBG,PS4,Freestyle,34,34,24,24
6,Ruiner Nergigante,Ode to the Destruction,TyOx MH,"02'26""31",146.31,GL,Xbox,Freestyle,35,35,1,1
6,Ruiner Nergigante,Ode to the Destruction,Abyssal,"02'26""85",146.85,Bow,Xbox,Freestyle,36,36,5,5
6,Ruiner Nergigante,Ode to the Destruction,CHE car,"02'27""76",147.76,GS,PC,TA Rules,37,37,3,3
6,Ruiner Nergigante,Ode to the Destruction,crafter_king_,"02'28""45",148.45,Bow,PC,Freestyle,38,38,6,6
6,Ruiner Nergigante,Ode to the Destruction,雪舞,"02'29""99",149.99,HBG,PS4,TA Rules,39,39,25,25
6,Ruiner Nergigante,Ode to the Destruction,獅獅,"02'32""05",152.05,Bow,PC,Freestyle,40,40,7,7
6,Ruiner Nergigante,Ode to the Destruction,Teo,"02'33""83",153.83,SnS,PC,TA Rules,41,41,3,3
6,Ruiner Nergigante,Ode to the Destruction,ko-shi,"02'34""20",154.2,GS,PS4,Freestyle,42,42,4,4
6,Ruiner Nergigante,Ode to the Destruction,Konnorad,"02'34""65",154.65,Hammer,PC,TA Rules,43,43,1,1
6,Ruiner Nergigante,Ode to the Destruction,夤星 (Yínxīng),"02'34""78",154.78,Bow,PC,Freestyle,44,44,8,8
6,Ruiner Nergigante,Ode to the Destruction,ネコがみ (Nekogami Kuroha),"02'36""35",156.35,Bow,PS4,Freestyle,45,45,9,9
6,Ruiner Nergigante,Ode to the Destruction,TriTran,"02'36""61",156.61,Bow,PC,Freestyle,46,46,10,10
6,Ruiner Nergigante,Ode to the Destruction,Drachen MH,"02'37""50",157.5,GS,Xbox,Freestyle,47,47,5,5
6,Ruiner Nergigante,Ode to the Destruction,ワイ氏 (Wai-shi),"02'38""26",158.26,GS,PS4,Freestyle,48,48,6,6
6,Ruiner Nergigante,Ode to the Destruction,AngBata 11,"02'38""36",158.36,HBG,PS4,Freestyle,49,49,26,26
6,Ruiner Nergigante,Ode to the Destruction,Casablanca,"02'39""48",159.48,Bow,PC,TA Rules,50,50,11,11
6,Ruiner Nergigante,Ode to the Destruction,Osiris,"02'39""60",159.6,Hammer,PS4,Freestyle,51,51,2,2
6,Ruiner Nergigante,Ode to the Destruction,Pochi,"02'39""63",159.63,IG,PS4,Freestyle,52,52,1,1
6,Ruiner Nergigante,Ode to the Destruction,Tsumi,"02'39""71",159.71,Bow,Xbox,Freestyle,53,53,12,12
6,Ruiner Nergigante,Ode to the Destruction,TAKE,"02'39""73",159.73,GS,PS4,Freestyle,54,54,7,7
6,Ruiner Nergigante,Ode to the Destruction,望遠鏡 (VulpesMH),"02'39""86",159.86,SnS,PS4,Freestyle,55,55,4,4
6,Ruiner Nergigante,Ode to the Destruction,crafter_king_,"02'40""06",160.06,LS,PC,Freestyle,56,56,1,1
6,Ruiner Nergigante,Ode to the Destruction,ラギア (Ragia),"02'40""33",160.33,Bow,PS4,Freestyle,57,57,13,13
6,Ruiner Nergigante,Ode to the Destruction,Aqua (tigana0210),"02'40""76",160.76,Hammer,PC,TA Rules,58,58,3,3
6,Ruiner Nergigante,Ode to the Destruction,쾌활한 선발팀원(Excitable A-Lister),"02'43""21",163.21,SnS,PC,Freestyle,59,59,5,5
6,Ruiner Nergigante,Ode to the Destruction,흙손대장 (SandHand),"02'44""40",164.4,GS,PS4,Freestyle,60,60,8,8
6,Ruiner Nergigante,Ode to the Destruction,Jet Lily,"02'44""51",164.51,GS,PS4,TA Rules,61,61,9,9
6,Ruiner Nergigante,Ode to the Destruction,Pacifist,"02'44""55",164.55,CB,PS4,Freestyle,62,62,2,2
6,Ruiner Nergigante,Ode to the Destruction,N1gen,"02'45""48",165.48,LBG,PS4,Freestyle,63,63,2,2
6,Ruiner Nergigante,Ode to the Destruction,ちょこころね (choco),"02'46""00",166.0,Bow,PS4,Freestyle,64,64,14,14
6,Ruiner Nergigante,Ode to the Destruction,いわたわし (Iwatawashi),"02'47""15",167.15,CB,PS4,Freestyle,65,65,3,3
6,Ruiner Nergigante,Ode to the Destruction,愛されてドドリア (Aisaretedodoria),"02'47""16",167.16,HBG,PS4,Freestyle,66,66,27,27
6,Ruiner Nergigante,Ode to the Destruction,Lizovyk,"02'48""06",168.06,DB,PC,Freestyle,67,67,1,1
6,Ruiner Nergigante,Ode to the Destruction,けるこ,"02'48""36",168.36,LBG,PS4,Freestyle,68,68,3,3
6,Ruiner Nergigante,Ode to the Destruction,fatalisrx,"02'49""48",169.48,GS,PC,TA Rules,69,69,10,10
6,Ruiner Nergigante,Ode to the Destruction,Ryan,"02'50""75",170.75,GS,PC,TA Rules,70,70,11,11
6,Ruiner Nergigante,Ode to the Destruction,レガリア (Regalia),"02'50""83",170.83,LS,PS4,Freestyle,71,71,2,2
6,Ruiner Nergigante,Ode to the Destruction,사명대갈 (sa myeong),"02'52""00",172.0,SnS,PS4,Freestyle,72,72,6,6
6,Ruiner Nergigante,Ode to the Destruction,無限輸出 (sapphlies),"02'52""66",172.66,CB,PC,Freestyle,73,73,4,4
6,Ruiner Nergigante,Ode to the Destruction,Hai,"02'52""96",172.96,DB,PC,Freestyle,74,74,2,2
6,Ruiner Nergigante,Ode to the Destruction,bananashot,"02'53""23",173.23,LBG,PC,Freestyle,75,75,4,4
6,Ruiner Nergigante,Ode to the Destruction,陌影,"02'54""65",174.65,CB,PC,Freestyle,76,76,5,5
6,Ruiner Nergigante,Ode to the Destruction,MealTank,"02'54""85",174.85,Hammer,PC,Freestyle,77,77,4,4
6,Ruiner Nergigante,Ode to the Destruction,Blazek,"02'55""03",175.03,SnS,PS4,Freestyle,78,78,7,7
6,Ruiner Nergigante,Ode to the Destruction,GODJUN,"02'55""13",175.13,CB,PS4,Freestyle,79,79,6,6
6,Ruiner Nergigante,Ode to the Destruction,Aris,"02'56""41",176.41,GS,PC,TA Rules,80,80,12,12
6,Ruiner Nergigante,Ode to the Destruction,Scrillix,"02'56""78",176.78,SA,PC,TA Rules,81,81,1,1
6,Ruiner Nergigante,Ode to the Destruction,マサ (masa),"02'57""06",177.06,DB,PS4,Freestyle,82,82,3,3
6,Ruiner Nergigante,Ode to the Destruction,Witchdoctor,"02'57""08",177.08,LS,PC,Freestyle,83,83,3,3
6,Ruiner Nergigante,Ode to the Destruction,科技海綿,"02'57""18",177.18,LS,PC,Freestyle,84,84,4,4
6,Ruiner Nergigante,Ode to the Destruction,대전설GLGD,"02'58""73",178.73,DB,PC,Freestyle,85,85,4,4
6,Ruiner Nergigante,Ode to the Destruction,ふぃ～,"02'59""10",179.1,Bow,PS4,Freestyle,86,86,15,15
6,Ruiner Nergigante,Ode to the Destruction,factory super,"02'59""60",179.6,SA,PC,Freestyle,87,87,2,2
6,Ruiner Nergigante,Ode to the Destruction,Honey Butter,"03'00""23",180.23,LS,PS4,Freestyle,88,88,5,5
6,Ruiner Nergigante,Ode to the Destruction,pepo,"03'00""66",180.66,Hammer,PS4,Freestyle,89,89,5,5
6,Ruiner Nergigante,Ode to the Destruction,Momo,"03'00""86",180.86,Bow,PS4,Freestyle,90,90,16,16
6,Ruiner Nergigante,Ode to the Destruction,Flawless,"03'01""03",181.03,SA,PC,Freestyle,91,91,3,3
6,Ruiner Nergigante,Ode to the Destruction,ぜうす (ZeuS),"03'01""30",181.3,DB,PS4,Freestyle,92,92,5,5
6,Ruiner Nergigante,Ode to the Destruction,Mr Tempoe,"03'03""40",183.4,LBG,Xbox,Freestyle,93,93,5,5
6,Ruiner Nergigante,Ode to the Destruction,Misha,"03'04""73",184.73,Bow,PC,Freestyle,94,94,17,17
6,Ruiner Nergigante,Ode to the Destruction,尼諾,"03'05""10",185.1,LS,PS4,Freestyle,95,95,6,6
6,Ruiner Nergigante,Ode to the Destruction,アヘ顔のやわら (Yawara),"03'05""91",185.91,SA,PC,Freestyle,96,96,4,4
6,Ruiner Nergigante,Ode to the Destruction,박꽃,"03'06""20",186.2,Bow,PC,TA Rules,97,97,18,18
6,Ruiner Nergigante,Ode to the Destruction,Haruka GRAM,"03'06""88",186.88,LS,PS4,Freestyle,98,98,7,7
6,Ruiner Nergigante,Ode to the Destruction,Alternum,"03'07""78",187.78,IG,PC,Freestyle,99,99,2,2
6,Ruiner Nergigante,Ode to the Destruction,TBT,"03'07""93",187.93,LBG,PC,TA Rules,100,100,6,6
6,Ruiner Nergigante,Ode to the Destruction,la1556,"03'08""13",188.13,IG,PS4,TA Rules,101,101,3,3
6,Ruiner Nergigante,Ode to the Destruction,楪,"03'10""31",190.31,Bow,PS4,TA Rules,102,102,19,19
6,Ruiner Nergigante,Ode to the Destruction,Cyrus,"03'10""50",190.5,SnS,PC,TA Rules,103,103,8,8
6,Ruiner Nergigante,Ode to the Destruction,はおー (Haoh),"03'11""45",191.45,HBG,PS4,Freestyle,104,104,28,28
6,Ruiner Nergigante,Ode to the Destruction,라료라료,"03'12""66",192.66,HH,PC,Freestyle,105,105,1,1
6,Ruiner Nergigante,Ode to the Destruction,DR.Kleimann,"03'13""68",193.68,HH,PC,Freestyle,106,106,2,2
6,Ruiner Nergigante,Ode to the Destruction,Zook,"03'13""86",193.86,HH,PC,Freestyle,107,107,3,3
6,Ruiner Nergigante,Ode to the Destruction,Ragnar,"03'15""16",195.16,Bow,PC,Freestyle,108,108,20,20
6,Ruiner Nergigante,Ode to the Destruction,ゆうひら (YU/HIRA),"03'17""00",197.0,GS,PS4,TA Rules,109,109,13,13
6,Ruiner Nergigante,Ode to the Destruction,z00p,"03'17""08",197.08,SnS,PC,TA Rules,110,110,9,9
6,Ruiner Nergigante,Ode to the Destruction,떼껄룩,"03'17""23",197.23,Hammer,PC,Freestyle,111,111,6,6
6,Ruiner Nergigante,Ode to the Destruction,Beer,"03'18""86",198.86,SnS,PC,TA Rules,112,112,10,10
6,Ruiner Nergigante,Ode to the Destruction,HCZS,"03'18""96",198.96,CB,PC,TA Rules,113,113,7,7
6,Ruiner Nergigante,Ode to the Destruction,Millan Rain,"03'19""01",199.01,Bow,PS4,TA Rules,114,114,21,21
6,Ruiner Nergigante,Ode to the Destruction,SIN,"03'19""28",199.28,SA,PS4,Freestyle,115,115,5,5
6,Ruiner Nergigante,Ode to the Destruction,りざRZX,"03'19""53",199.53,Bow,PS4,TA Rules,116,116,22,22
6,Ruiner Nergigante,Ode to the Destruction,とないと (tonight),"03'19""60",199.6,Bow,PS4,TA Rules,117,117,23,23
6,Ruiner Nergigante,Ode to the Destruction,ふなつべ,"03'19""88",199.88,GL,PS4,Freestyle,118,118,2,2
6,Ruiner Nergigante,Ode to the Destruction,为了实现最后的梦,"03'20""10",200.1,LS,PC,TA Rules,119,119,8,8
6,Ruiner Nergigante,Ode to the Destruction,Mzly,"03'20""66",200.66,LS,PS4,Freestyle,120,120,9,9
6,Ruiner Nergigante,Ode to the Destruction,yinyin lai,"03'20""76",200.76,CB,PC,TA Rules,121,121,8,8
6,Ruiner Nergigante,Ode to the Destruction,はおー (Haoh),"03'21""41",201.41,LBG,PS4,Freestyle,122,122,7,7
6,Ruiner Nergigante,Ode to the Destruction,Minton,"03'21""51",201.51,Bow,PS4,TA Rules,123,123,24,24
6,Ruiner Nergigante,Ode to the Destruction,あーるえむ,"03'21""93",201.93,LS,PC,TA Rules,124,124,10,10
6,Ruiner Nergigante,Ode to the Destruction,crafter_king_,"03'24""83",204.83,DB,PC,TA Rules,125,125,6,6
6,Ruiner Nergigante,Ode to the Destruction,Ryo,"03'25""05",205.05,GL,PS4,Freestyle,126,126,3,3
6,Ruiner Nergigante,Ode to the Destruction,ぼーJr. (BowJr.),"03'25""25",205.25,GL,PS4,Freestyle,127,127,4,4
6,Ruiner Nergigante,Ode to the Destruction,Peppo,"03'25""38",205.38,LS,PS4,Freestyle,128,128,11,11
6,Ruiner Nergigante,Ode to the Destruction,Jahimees,"03'25""88",205.88,Hammer,PC,TA Rules,129,129,7,7
6,Ruiner Nergigante,Ode to the Destruction,とらこ (Torako),"03'26""33",206.33,SnS,PS4,TA Rules,130,130,11,11
6,Ruiner Nergigante,Ode to the Destruction,お肉 (oniku),"03'27""40",207.4,GS,PS4,TA Rules,131,131,14,14
6,Ruiner Nergigante,Ode to the Destruction,Theo,"03'28""00",208.0,CB,PC,TA Rules,132,132,9,9
6,Ruiner Nergigante,Ode to the Destruction,김별,"03'28""06",208.06,LS,PC,TA Rules,133,133,12,12
6,Ruiner Nergigante,Ode to the Destruction,suzume,"03'28""56",208.56,SnS,PC,TA Rules,134,134,12,12
6,Ruiner Nergigante,Ode to the Destruction,내가몬헌발명,"03'29""01",209.01,GL,PC,TA Rules,135,135,5,5
6,Ruiner Nergigante,Ode to the Destruction,AlanChen,"03'29""38",209.38,LBG,PC,TA Rules,136,136,8,8
6,Ruiner Nergigante,Ode to the Destruction,TiiEleven,"03'30""06",210.06,CB,PS4,Freestyle,137,137,10,10
6,Ruiner Nergigante,Ode to the Destruction,Jay,"03'30""31",210.31,IG,PC,Freestyle,138,138,4,4
6,Ruiner Nergigante,Ode to the Destruction,レガリア (Regalia),"03'31""15",211.15,SA,PS4,Freestyle,139,139,6,6
6,Ruiner Nergigante,Ode to the Destruction,casti94,"03'31""85",211.85,HH,PC,Freestyle,140,140,4,4
6,Ruiner Nergigante,Ode to the Destruction,TriTran,"03'32""20",212.2,LBG,PC,TA Rules,141,141,9,9
6,Ruiner Nergigante,Ode to the Destruction,Del-Pi,"03'33""13",213.13,SnS,PS4,TA Rules,142,142,13,13
6,Ruiner Nergigante,Ode to the Destruction,活潑君 (RIO),"03'35""03",215.03,GL,PC,TA Rules,143,143,6,6
6,Ruiner Nergigante,Ode to the Destruction,casti94,"03'36""81",216.81,LS,PC,TA Rules,144,144,13,13
6,Ruiner Nergigante,Ode to the Destruction,かげろう (Kagerou),"03'37""70",217.7,LS,PS4,Freestyle,145,145,14,14
6,Ruiner Nergigante,Ode to the Destruction,MAX,"03'38""18",218.18,CB,PS4,Freestyle,146,146,11,11
6,Ruiner Nergigante,Ode to the Destruction,ゼロX (Zero X),"03'39""51",219.51,SA,PS4,Freestyle,147,147,7,7
6,Ruiner Nergigante,Ode to the Destruction,ぜん (Zen),"03'40""23",220.23,SnS,PS4,TA Rules,148,148,14,14
6,Ruiner Nergigante,Ode to the Destruction,ケツの割れ目桃太 (Ketsunowarememomota),"03'40""56",220.56,LS,PS4,TA Rules,149,149,15,15
6,Ruiner Nergigante,Ode to the Destruction,ryoko,"03'40""68",220.68,LS,PS4,Freestyle,150,150,16,16
6,Ruiner Nergigante,Ode to the Destruction,まふゆ,"03'42""05",222.05,CB,PS4,TA Rules,151,151,12,12
6,Ruiner Nergigante,Ode to the Destruction,ほっかいどう,"03'42""83",222.83,LS,PS4,TA Rules,152,152,17,17
6,Ruiner Nergigante,Ode to the Destruction,c.c.,"03'43""93",223.93,GL,PC,TA Rules,153,153,7,7
6,Ruiner Nergigante,Ode to the Destruction,Kusaemon,"03'45""46",225.46,SA,PC,TA Rules,154,154,8,8
6,Ruiner Nergigante,Ode to the Destruction,Glucosio,"03'46""10",226.1,Hammer,PS4,Freestyle,155,155,8,8
6,Ruiner Nergigante,Ode to the Destruction,GEEK,"03'46""25",226.25,DB,PS4,Freestyle,156,156,7,7
6,Ruiner Nergigante,Ode to the Destruction,Zephy,"03'46""60",226.6,CB,PC,Freestyle,157,157,13,13
6,Ruiner Nergigante,Ode to the Destruction,RYO,"03'47""08",227.08,LS,PS4,TA Rules,158,158,18,18
6,Ruiner Nergigante,Ode to the Destruction,벨멜료 (Vermello),"03'47""80",227.8,DB,PC,TA Rules,159,159,8,8
6,Ruiner Nergigante,Ode to the Destruction,Laura,"03'48""36",228.36,Bow,PS4,Freestyle,160,160,25,25
6,Ruiner Nergigante,Ode to the Destruction,玄茶,"03'48""66",228.66,Hammer,PS4,TA Rules,161,161,9,9
6,Ruiner Nergigante,Ode to the Destruction,おるめす (Orumesu),"03'49""15",229.15,LS,PS4,Freestyle,162,162,19,19
6,Ruiner Nergigante,Ode to the Destruction,Momo_Baguette,"03'49""76",229.76,IG,PS4,TA Rules,163,163,5,5
6,Ruiner Nergigante,Ode to the Destruction,ね,"03'51""10",231.1,LS,PS4,Freestyle,164,164,20,20
6,Ruiner Nergigante,Ode to the Destruction,SH3RMSY,"03'52""03",232.03,CB,Xbox,TA Rules,165,165,14,14
6,Ruiner Nergigante,Ode to the Destruction,buk,"03'52""16",232.16,CB,PS4,TA Rules,166,166,15,15
6,Ruiner Nergigante,Ode to the Destruction,白夜 (Byakuya),"03'52""56",232.56,GL,PS4,Freestyle,167,167,8,8
6,Ruiner Nergigante,Ode to the Destruction,ボム (Bomb),"03'52""85",232.85,GS,PS4,Freestyle,168,168,15,15
6,Ruiner Nergigante,Ode to the Destruction,シロネコ (Shironeko),"03'53""18",233.18,LS,PS4,TA Rules,169,169,21,21
6,Ruiner Nergigante,Ode to the Destruction,dedede,"03'53""45",233.45,IG,PC,TA Rules,170,170,6,6
6,Ruiner Nergigante,Ode to the Destruction,keta,"03'54""80",234.8,LS,PS4,TA Rules,171,171,22,22
6,Ruiner Nergigante,Ode to the Destruction,dedede,"03'57""35",237.35,HH,PC,TA Rules,172,172,5,5
6,Ruiner Nergigante,Ode to the Destruction,でっていう,"03'57""35",237.35,HH,PC,TA Rules,173,173,6,6
6,Ruiner Nergigante,Ode to the Destruction,黑化由岐,"03'57""43",237.43,DB,PC # PS4?,TA Rules,174,174,9,9
6,Ruiner Nergigante,Ode to the Destruction,naな4,"03'57""56",237.56,GL,PS4,TA Rules,175,175,9,9
6,Ruiner Nergigante,Ode to the Destruction,蜂蜜ゆうた (Yuuta),"03'57""58",237.58,Lance,PS4,Freestyle,176,176,1,1
6,Ruiner Nergigante,Ode to the Destruction,Arudo,"03'58""38",238.38,GL,PS4,Freestyle,177,177,10,10
6,Ruiner Nergigante,Ode to the Destruction,infi (いんふぃ),"03'58""98",238.98,LS,PS4,TA Rules,178,178,23,23
6,Ruiner Nergigante,Ode to the Destruction,Wata.,"03'59""05",239.05,GL,PS4,TA Rules,179,179,11,11
6,Ruiner Nergigante,Ode to the Destruction,Yugo,"03'59""40",239.4,SnS,PS4,Freestyle,180,180,15,15
6,Ruiner Nergigante,Ode to the Destruction,Attacker,"03'59""81",239.81,DB,PS4,TA Rules,181,181,10,10
6,Ruiner Nergigante,Ode to the Destruction,Kingwel,04'00'03,240.03,GS,PC,Freestyle,182,182,16,16
6,Ruiner Nergigante,Ode to the Destruction,なつめ棗 (Natsume),"04'00""71",240.71,DB,PS4,TA Rules,183,183,11,11
6,Ruiner Nergigante,Ode to the Destruction,DRE,"04'01""35",241.35,SA,Xbox,TA Rules,184,184,9,9
6,Ruiner Nergigante,Ode to the Destruction,抹茶 (Matcha),"04'04""01",244.01,GL,PS4,TA Rules,185,185,12,12
6,Ruiner Nergigante,Ode to the Destruction,だばだばどぅ (Dabadabadou),"04'04""81",244.81,Lance,PS4,TA Rules,186,186,2,2
6,Ruiner Nergigante,Ode to the Destruction,えるにか (Lnica),"04'05""58",245.58,LS,PS4,Freestyle,187,187,24,24
6,Ruiner Nergigante,Ode to the Destruction,はると (Haruto),"04'07""65",247.65,LS,PS4,Freestyle,188,188,25,25
6,Ruiner Nergigante,Ode to the Destruction,トーカ (Toka),"04'07""85",247.85,SnS,PS4,TA Rules,189,189,16,16
6,Ruiner Nergigante,Ode to the Destruction,yuuki,"04'10""66",250.66,LS,PS4,TA Rules,190,190,26,26
6,Ruiner Nergigante,Ode to the Destruction,むぎ (mugi),"04'11""86",251.86,SnS,PS4,TA Rules,191,191,17,17
6,Ruiner Nergigante,Ode to the Destruction,nursEcoli,"04'13""01",253.01,DB,PC,Freestyle,192,192,12,12
6,Ruiner Nergigante,Ode to the Destruction,cie_n,"04'14""55",254.55,HH,PC,Freestyle,193,193,7,7
6,Ruiner Nergigante,Ode to the Destruction,ノイ (Noi),"04'19""45",259.45,LBG,PS4,TA Rules,194,194,10,10
6,Ruiner Nergigante,Ode to the Destruction,Mistil,"04'20""20",260.2,GS,PC,TA Rules,195,195,17,17
6,Ruiner Nergigante,Ode to the Destruction,Aster,"04'20""31",260.31,LS,PS4,Freestyle,196,196,27,27
6,Ruiner Nergigante,Ode to the Destruction,Misha,"04'21""25",261.25,LS,PC,TA Rules,197,197,28,28
6,Ruiner Nergigante,Ode to the Destruction,hf,"04'21""43",261.43,LBG,PS4,TA Rules,198,198,11,11
6,Ruiner Nergigante,Ode to the Destruction,Kariashi (Binary Star),"04'21""56",261.56,DB,PC,Freestyle,199,199,13,13
6,Ruiner Nergigante,Ode to the Destruction,のら (Nora),"04'25""10",265.1,SA,PS4,TA Rules,200,200,10,10
6,Ruiner Nergigante,Ode to the Destruction,ryoko,"04'25""70",265.7,SA,PS4,Freestyle,201,201,11,11
6,Ruiner Nergigante,Ode to the Destruction,MetalMegaMike,"04'26""28",266.28,IG,Xbox,Freestyle,202,202,7,7
6,Ruiner Nergigante,Ode to the Destruction,NoeL,"04'29""10",269.1,IG,PS4,Freestyle,203,203,8,8
6,Ruiner Nergigante,Ode to the Destruction,YAMA,"04'29""63",269.63,GL,PS4,TA Rules,204,204,13,13
6,Ruiner Nergigante,Ode to the Destruction,무한루프,"04'29""63",269.63,CB,PS4,Freestyle,205,205,16,16
6,Ruiner Nergigante,Ode to the Destruction,MasterBaker,"04'30""55",270.55,GS,PC,TA Rules,206,206,18,18
6,Ruiner Nergigante,Ode to the Destruction,アクセル (AXL),"04'32""86",272.86,SA,PS4,Freestyle,207,207,12,12
6,Ruiner Nergigante,Ode to the Destruction,Guardogaron,"04'33""10",273.1,Lance,PS4,TA Rules,208,208,3,3
6,Ruiner Nergigante,Ode to the Destruction,トーカ (Toka),"04'34""30",274.3,SA,PS4,TA Rules,209,209,13,13
6,Ruiner Nergigante,Ode to the Destruction,ぐっちゃま (Guccyama),"04'34""40",274.4,HH,PS4,Freestyle,210,210,8,8
6,Ruiner Nergigante,Ode to the Destruction,笑さん (warasan),"04'36""63",276.63,IG,PS4,TA Rules,211,211,9,9
6,Ruiner Nergigante,Ode to the Destruction,마지 (MAZY),"04'36""86",276.86,LS,PS4,Freestyle,212,212,29,29
6,Ruiner Nergigante,Ode to the Destruction,ins2,"04'37""55",277.55,IG,PS4,TA Rules,213,213,10,10
6,Ruiner Nergigante,Ode to the Destruction,나으리 (Meowster),"04'42""40",282.4,HH,PC,TA Rules,214,214,9,9
6,Ruiner Nergigante,Ode to the Destruction,Alex_,"04'42""53",282.53,Lance,PC,TA Rules,215,215,4,4
6,Ruiner Nergigante,Ode to the Destruction,ヤノ氏「紅」 (Yanoshi Kurenai),"04'43""13",283.13,HH,PS4,TA Rules,216,216,10,10
