Star Rating,Monster Name,Quest,Runner,Time,Weapon,Platform,Ruleset
6,Raging Brachydios,Achy Brachy Heart,Gilgy,"06'34""65",Gunlance,PC,TA Rules
6,Raging Brachydios,Achy Brachy Heart,Attacker,"06'35""20",Dual Blades,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,Kariashi (Binary Star),"06'36""53",Dual Blades,PC,Freestyle
6,Raging Brachydios,Achy Brachy Heart,인생은셀프 (JIN),"06'36""71",Sword And Shield,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,のら (Nora),"06'46""76",Switch Axe,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,エクセリア (xelia),"06'47""56",Light Bowgun,PS4,Freestyle
6,Raging Brachydios,Achy Brachy Heart,ぜん (Zen),"06'47""81",Sword And Shield,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,Deaga,"06'50""18",Switch Axe,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,GhostCortex,"06'50""85",Dual Blades,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,玄茶,"06'53""28",Hammer,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,蜂蜜ゆうた (Yuuta),"06'55""78",Lance,PS4,Freestyle
6,Raging Brachydios,Achy Brachy Heart,超级弱,"06'56""70",Lance,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,えり (Eri),"07'12""55",Charge Blade,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,笑さん (warasan),"07'19""26",Insect Glaive,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,のら (Nora),"07'35""20",Switch Axe,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,超级弱,"07'41""01",Lance,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,CeraCymmetry,"07'58""20",Gunlance,PC,TA Rules
6,Raging Brachydios,Achy Brachy Heart,めがーぬ (Meganu),"08'32""36",Hunting Horn,PS4,TA Rules
6,Raging Brachydios,Achy Brachy Heart,AmaDEUS_225,"08'57""35",Hunting Horn,PS4,Freestyle
6,Raging Brachydios,Achy Brachy Heart,PPKPKPKP,"10'14""83",Hunting Horn,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",koty,"01'23""65",Heavy Bowgun,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Tidus69,"01'42""33",Bow,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",VANS,"01'53""15",Heavy Bowgun,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",arnold,"01'56""80",Bow,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Scrillix,"02'01""21",Switch Axe,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Dune,"02'03""06",Charge Blade,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Hoaquinn,"02'12""06",Bow,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Casablanca,"02'23""01",Bow,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",arnold,"02'27""81",Bow,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",Casablanca,"02'30""78",Bow,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",JJBOOMSKY,"02'39""73",Bow,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",JJBOOMSKY,"02'40""45",Bow,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",ssh0703,"02'40""85",Bow,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Aris,"02'41""25",Great Sword,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",arnold,"02'42""21",Bow,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",Casablanca,"02'42""98",Bow,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",Black Reaper,"02'54""65",Dual Blades,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",SG K,"02'55""23",Great Sword,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Casablanca,"02'57""33",Bow,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",SG K,"02'57""51",Great Sword,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",SG K,"02'59""46",Great Sword,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Millan Rain,"03'04""60",Bow,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Painted J,"03'14""01",Charge Blade,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",M.M.R,"03'14""25",Bow,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",TiiEleven,"03'15""31",Charge Blade,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Painted J,"03'27""06",Charge Blade,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",Refill  (リフィル),"03'31""13",Bow,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",DOKRAHM,"03'36""20",Gunlance,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",Millan Rain,"03'39""03",Bow,PS4,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",Preydator,"03'39""45",Great Sword,PS4,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",latellight,"03'42""45",Gunlance,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",Witchdoctor,"03'43""91",Insect Glaive,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Synergy Mygos,"03'51""86",Long Sword,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",쥐새 (MouseBird),"03'54""23",Insect Glaive,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",GunGai,"03'54""51",Light Bowgun,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",buk,"03'58""31",Charge Blade,PS4,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",マサ (masa),"04'03""83",Dual Blades,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",HCZS,"04'03""88",Charge Blade,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Hoaquinn,"04'15""00",Light Bowgun,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Anne Luca,"04'20""76",Long Sword,PS4,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",Witchdoctor,"04'23""40",Insect Glaive,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Jahimees,"04'24""43",Hammer,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",王小卷,"04'26""06",Switch Axe,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",王小卷,"04'26""06",Switch Axe,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",latellight,"04'26""23",Gunlance,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",Frag_Fodder,"04'28""08",Light Bowgun,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Pochi,"04'31""35",Insect Glaive,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Kekko,"04'35""81",Switch Axe,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",TBT,"04'40""66",Light Bowgun,PS4,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",風丸 (Kazemaru),"04'41""78",Sword And Shield,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled", PongPong LEE,"04'47""73",Light Bowgun,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Synergy Mygos,"04'52""35",Long Sword,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",Anne Luca,"04'55""76",Long Sword,PS4,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",Preydator,"04'59""10",Great Sword,PS4,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",buk,"04'59""16",Charge Blade,PS4,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",HCZS,"05'00""75",Charge Blade,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Jay,"05'03""60",Light Bowgun,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Jahimees,"05'09""75",Hammer,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Refill  (リフィル),"05'24""25",Bow,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",cie_n,"05'26""51",Hunting Horn,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",蜂蜜ゆうた (Yuuta),"05'29""30",Lance,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",ハシク (Hashiku),"05'42""66",Long Sword,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",NoeL,"05'43""55",Insect Glaive,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",チャンプ (Champ),"05'46""26",Insect Glaive,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",String,"05'49""76",Lance,PC,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",cie_n,"05'52""95",Hunting Horn,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",のら (Nora),"06'05""85",Switch Axe,PS4,TA Rules
6,Rajang,"Razzled, Frazzled, and Dazzled",cie_n,"06'34""15",Hunting Horn,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",NoeL,"06'42""38",Insect Glaive,PS4,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",Vunusa,"06'42""51",Hammer,PC,Freestyle
6,Rajang,"Razzled, Frazzled, and Dazzled",ぐっちゃま (Guccyama),"06'51""51",Hunting Horn,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,DEVA,"01'13""68",Heavy Bowgun,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,DEVA,"01'16""90",Heavy Bowgun,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,八月朔日縁,"01'18""01",Heavy Bowgun,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Relial,"01'18""36",Heavy Bowgun,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,VANS,"01'35""73",Heavy Bowgun,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Lupin lll,"01'35""85",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,八月朔日縁,"01'38""23",Heavy Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Jackdaw갈까마귀,"01'42""61",Heavy Bowgun,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,JJBOOMSKY,"01'47""13",Heavy Bowgun,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Relial,"01'48""66",Heavy Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Lupin lll,"01'48""78",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Ricochet,"01'49""65",Heavy Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Lupin lll,"01'51""35",Heavy Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,チョコレート,"01'54""93",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Raicheru,"01'55""01",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,牛牛,"01'55""08",Heavy Bowgun,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Flawless,"01'55""56",Heavy Bowgun,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,チョコレート,"01'56""45",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Jackdaw갈까마귀,"01'56""83",Heavy Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,量子催眠,"01'56""99",Heavy Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,佛系猎人,"01'58""43",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Lupin lll,"01'59""46",Heavy Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,早餐奶 (airA),"02'03""81",Heavy Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,謎のプリンXX,"02'05""18",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,CutieHunter,"02'06""28",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,BOSS,"02'07""45",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,tatsuffy,"02'08""10",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,L,"02'09""91",Bow,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Lupin lll,"02'10""96",Heavy Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,老柯 (Hunter.κ),"02'11""65",Heavy Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,CutieHunter,"02'14""48",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,CutieHunter,"02'16""51",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Harper,"02'16""80",Sword And Shield,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Relial,"02'17""40",Heavy Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,BOSS,"02'18""03",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Fad,"02'18""58",Heavy Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ねね (Nene),"02'19""51",Light Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,DEVA,"02'20""66",Charge Blade,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Ponyteiru,"02'21""20",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,冰凌银爵,"02'21""53",Bow,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Raicheru,"02'22""50",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,HK_MH_OLAY,"02'23""33",Great Sword,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ねね (Nene),"02'23""36",Light Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Dusty,"02'23""76",Sword And Shield,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,cming2163,"02'24""10",Great Sword,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Tidus69,"02'24""25",Bow,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,TriTran,"02'25""30",Heavy Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Lupin lll,"02'26""00",Heavy Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Kikitoudur,"02'26""11",Bow,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,CutieHunter,"02'26""21",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,テル (teru),"02'26""21",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,TyOx MH,"02'26""31",Gunlance,Xbox,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Abyssal,"02'26""85",Bow,Xbox,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,CHE car,"02'27""76",Great Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,CutieHunter,"02'27""96",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,crafter_king_,"02'28""45",Bow,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,HK_MH_OLAY,"02'28""99",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,雪舞,"02'29""99",Heavy Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,獅獅,"02'32""05",Bow,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Teo,"02'33""83",Sword And Shield,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,CutieHunter,"02'33""98",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ko-shi,"02'34""20",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Konnorad,"02'34""65",Hammer,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ねね (Nene),"02'34""66",Light Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,TyOx MH,"02'34""75",Gunlance,Xbox,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,夤星 (Yínxīng),"02'34""78",Bow,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ネコがみ (Nekogami Kuroha),"02'36""35",Bow,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,TriTran,"02'36""61",Bow,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Drachen MH,"02'37""50",Great Sword,Xbox,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ワイ氏 (Wai-shi),"02'38""26",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,AngBata 11,"02'38""36",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Kikitoudur,"02'38""90",Bow,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Raicheru,"02'39""38",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Casablanca,"02'39""48",Bow,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Osiris,"02'39""60",Hammer,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Pochi,"02'39""63",Insect Glaive,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Tsumi,"02'39""71",Bow,Xbox,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,TAKE,"02'39""73",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,望遠鏡 (VulpesMH),"02'39""86",Sword And Shield,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,雪舞,"02'39""99",Heavy Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,crafter_king_,"02'40""06",Long Sword,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ラギア (Ragia),"02'40""33",Bow,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Aqua (tigana0210),"02'40""76",Hammer,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Casablanca,"02'40""86",Bow,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,쾌활한 선발팀원(Excitable A-Lister),"02'43""21",Sword And Shield,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Dusty,"02'43""73",Sword And Shield,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ねね (Nene),"02'43""85",Light Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,흙손대장 (SandHand),"02'44""40",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Jet Lily,"02'44""51",Great Sword,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Pacifist,"02'44""55",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,N1gen,"02'45""48",Light Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Tsumi,"02'45""85",Bow,Xbox,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ちょこころね (choco),"02'46""00",Bow,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ko-shi,"02'46""80",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,いわたわし (Iwatawashi),"02'47""15",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,愛されてドドリア (Aisaretedodoria),"02'47""16",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Lizovyk,"02'48""06",Dual Blades,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ねね (Nene),"02'48""25",Light Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,けるこ,"02'48""36",Light Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,fatalisrx,"02'49""48",Great Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Raicheru,"02'49""90",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,HK_MH_OLAY,"02'49""99",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ちょこころね (choco),"02'50""53",Bow,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Ryan,"02'50""75",Great Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,レガリア (Regalia),"02'50""83",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,crafter_king_,"02'50""85",Bow,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,TAKE,"02'51""01",Great Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,雪舞,"02'51""99",Heavy Bowgun,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,사명대갈 (sa myeong),"02'52""00",Sword And Shield,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,無限輸出 (sapphlies),"02'52""66",Charge Blade,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Hai,"02'52""96",Dual Blades,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,CutieHunter,"02'53""16",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,bananashot,"02'53""23",Light Bowgun,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,fatalisrx,"02'53""56",Great Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,crafter_king_,"02'53""61",Long Sword,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Drachen MH,"02'54""33",Great Sword,Xbox,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,陌影,"02'54""65",Charge Blade,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,MealTank,"02'54""85",Hammer,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Blazek,"02'55""03",Sword And Shield,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,GODJUN,"02'55""13",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Harper,"02'55""33",Sword And Shield,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Pacifist,"02'55""43",Charge Blade,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Aris,"02'56""41",Great Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Scrillix,"02'56""78",Switch Axe,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Osiris,"02'56""88",Hammer,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,マサ (masa),"02'57""06",Dual Blades,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Witchdoctor,"02'57""08",Long Sword,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,科技海綿,"02'57""18",Long Sword,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Ryan,"02'58""20",Great Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,BOSS,"02'58""65",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,대전설GLGD,"02'58""73",Dual Blades,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ふぃ～,"02'59""10",Bow,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,factory super,"02'59""60",Switch Axe,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,crafter_king_,"02'59""80",Long Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Honey Butter,"03'00""23",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,pepo,"03'00""66",Hammer,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Momo,"03'00""86",Bow,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Flawless,"03'01""03",Switch Axe,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ぜうす (ZeuS),"03'01""30",Dual Blades,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Mr Tempoe,"03'03""40",Light Bowgun,Xbox,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Misha,"03'04""73",Bow,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,尼諾,"03'05""10",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,ネコがみ (Nekogami Kuroha),"03'05""90",Bow,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,アヘ顔のやわら (Yawara),"03'05""91",Switch Axe,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,アヘ顔のやわら (Yawara),"03'05""91",Switch Axe,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,박꽃,"03'06""20",Bow,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,fatalisrx,"03'06""31",Great Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Pochi,"03'06""60",Insect Glaive,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Haruka GRAM,"03'06""88",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Alternum,"03'07""78",Insect Glaive,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,TBT,"03'07""93",Light Bowgun,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,la1556,"03'08""13",Insect Glaive,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,けるこ,"03'08""15",Light Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Teo,"03'08""90",Sword And Shield,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,楪,"03'10""31",Bow,PS4,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,ちょこころね (choco),"03'10""38",Bow,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Cyrus,"03'10""50",Sword And Shield,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Teo,"03'10""76",Sword And Shield,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,はおー (Haoh),"03'11""45",Heavy Bowgun,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Honey Butter,"03'11""76",Long Sword,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,라료라료,"03'12""66",Hunting Horn,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,crafter_king_,"03'13""26",Long Sword,PC,TA Rules
6,Ruiner Nergigante,Ode to the Destruction,Momo,"03'13""63",Bow,PS4,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,DR.Kleimann,"03'13""68",Hunting Horn,PC,Freestyle
6,Ruiner Nergigante,Ode to the Destruction,Zook,"03'13""86",Hunting Horn,PC,Freestyle
